"","sample_year","sample_date","project_code","trip_no","effort_no","submitter_sample_id","management_area_code","location_code","fishery_code","gear_type","gear_code","submitter_specimen_id","date_sampled","field_species_code","length","length_type_code","weight","weight_type_code","gender_code","maturity_code","specimen_comment","Bin","BinLocation","ADUID"
"756",2017,2017-08-01,"SO1","0006","ES17-5593","ES17058200201708010006","WKI","E02","CO","Dredge","22",13,2017-08-01,"850",139,"SH",NA,"WH",NA,NA,NA,"(137,139]","E02 (137,139]","17E5593~006"
"761",2017,2017-08-01,"SO1","0006","ES17-5593","ES17058200201708010006","WKI","E02","CO","Dredge","22",47,2017-08-01,"850",81,"SH",NA,"WH",NA,NA,NA,"(79,81]","E02 (79,81]","17E5593~006"
"762",2017,2017-08-02,"SO1","0020","ES17-5593","ES17058200201708020020","WKI","E02","CO","Dredge","22",43,2017-08-02,"850",80,"SH",NA,"WH",NA,NA,NA,"(79,81]","E02 (79,81]","17E5593~020"
"763",2017,2017-08-02,"SO1","0018","ES17-5593","ES17058200201708020018","WKI","E02","CO","Dredge","22",52,2017-08-02,"850",80,"SH",NA,"WH",NA,NA,NA,"(79,81]","E02 (79,81]","17E5593~018"
"764",2017,2017-08-02,"SO1","0018","ES17-5593","ES17058200201708020018","WKI","E02","CO","Dredge","22",44,2017-08-02,"850",81,"SH",NA,"WH",NA,NA,NA,"(79,81]","E02 (79,81]","17E5593~018"
"766",2017,2017-08-03,"SO1","0035","ES17-5593","ES17058200201708030035","WKI","E02","CO","Dredge","22",50,2017-08-03,"850",102,"SH",NA,"WH",NA,NA,NA,"(101,103]","E02 (101,103]","17E5593~035"
"769",2017,2017-08-01,"SO1","0006","ES17-5593","ES17058200201708010006","WKI","E02","CO","Dredge","22",50,2017-08-01,"850",102,"SH",NA,"WH",NA,NA,NA,"(101,103]","E02 (101,103]","17E5593~006"
"771",2017,2017-08-03,"SO1","0039","ES17-5593","ES17058200201708030039","WKI","E02","CO","Dredge","22",10,2017-08-03,"850",107,"SH",NA,"WH",NA,NA,NA,"(105,107]","E02 (105,107]","17E5593~039"
"772",2017,2017-08-02,"SO1","0020","ES17-5593","ES17058200201708020020","WKI","E02","CO","Dredge","22",46,2017-08-02,"850",106,"SH",NA,"WH",NA,NA,NA,"(105,107]","E02 (105,107]","17E5593~020"
"773",2017,2017-08-03,"SO1","0039","ES17-5593","ES17058200201708030039","WKI","E02","CO","Dredge","22",41,2017-08-03,"850",106,"SH",NA,"WH",NA,NA,NA,"(105,107]","E02 (105,107]","17E5593~039"
"774",2017,2017-08-01,"SO1","0006","ES17-5593","ES17058200201708010006","WKI","E02","CO","Dredge","22",56,2017-08-01,"850",106,"SH",NA,"WH",NA,NA,NA,"(105,107]","E02 (105,107]","17E5593~006"
"776",2017,2017-08-02,"SO1","0018","ES17-5593","ES17058200201708020018","WKI","E02","CO","Dredge","22",4,2017-08-02,"850",127,"SH",NA,"WH",NA,NA,NA,"(125,131]","E02 (125,131]","17E5593~018"
"777",2017,2017-08-03,"SO1","0035","ES17-5593","ES17058200201708030035","WKI","E02","CO","Dredge","22",10,2017-08-03,"850",128,"SH",NA,"WH",NA,NA,NA,"(125,131]","E02 (125,131]","17E5593~035"
"778",2017,2017-08-03,"SO1","0037","ES17-5593","ES17058200201708030037","WKI","E02","CO","Dredge","22",8,2017-08-03,"850",130,"SH",NA,"WH",NA,NA,NA,"(125,131]","E02 (125,131]","17E5593~037"
"779",2017,2017-08-02,"SO1","0016","ES17-5593","ES17058200201708020016","WKI","E02","CO","Dredge","22",4,2017-08-02,"850",127,"SH",NA,"WH",NA,NA,NA,"(125,131]","E02 (125,131]","17E5593~016"
"780",2017,2017-08-04,"SO1","0054","ES17-5593","ES17058200201708040054","WKI","E02","CO","Dredge","22",9,2017-08-04,"850",131,"SH",NA,"WH",NA,NA,NA,"(125,131]","E02 (125,131]","17E5593~054"
"781",2017,2017-08-03,"SO1","0033","ES17-5593","ES17058200201708030033","WKI","E02","CO","Dredge","22",49,2017-08-03,"850",89,"SH",NA,"WH",NA,NA,NA,"(87,89]","E02 (87,89]","17E5593~033"
"783",2017,2017-08-04,"SO1","0054","ES17-5593","ES17058200201708040054","WKI","E02","CO","Dredge","22",58,2017-08-04,"850",88,"SH",NA,"WH",NA,NA,NA,"(87,89]","E02 (87,89]","17E5593~054"
"786",2017,2017-08-02,"SO1","0016","ES17-5593","ES17058200201708020016","WKI","E02","CO","Dredge","22",53,2017-08-02,"850",109,"SH",NA,"WH",NA,NA,NA,"(107,109]","E02 (107,109]","17E5593~016"
"791",2017,2017-08-02,"SO1","0018","ES17-5593","ES17058200201708020018","WKI","E02","CO","Dredge","22",18,2017-08-02,"850",111,"SH",NA,"WH",NA,NA,NA,"(109,111]","E02 (109,111]","17E5593~018"
"793",2017,2017-08-03,"SO1","0037","ES17-5593","ES17058200201708030037","WKI","E02","CO","Dredge","22",11,2017-08-03,"850",110,"SH",NA,"WH",NA,NA,NA,"(109,111]","E02 (109,111]","17E5593~037"
"796",2017,2017-08-02,"SO1","0020","ES17-5593","ES17058200201708020020","WKI","E02","CO","Dredge","22",9,2017-08-02,"850",140,"SH",NA,"WH",NA,NA,NA,"(139,141]","E02 (139,141]","17E5593~020"
"801",2017,2017-08-04,"SO1","0054","ES17-5593","ES17058200201708040054","WKI","E02","CO","Dredge","22",3,2017-08-04,"850",133,"SH",NA,"WH",NA,NA,NA,"(131,133]","E02 (131,133]","17E5593~054"
"802",2017,2017-08-02,"SO1","0020","ES17-5593","ES17058200201708020020","WKI","E02","CO","Dredge","22",15,2017-08-02,"850",133,"SH",NA,"WH",NA,NA,NA,"(131,133]","E02 (131,133]","17E5593~020"
"806",2017,2017-08-02,"SO1","0020","ES17-5593","ES17058200201708020020","WKI","E02","CO","Dredge","22",49,2017-08-02,"850",112,"SH",NA,"WH",NA,NA,NA,"(111,113]","E02 (111,113]","17E5593~020"
"807",2017,2017-08-03,"SO1","0039","ES17-5593","ES17058200201708030039","WKI","E02","CO","Dredge","22",47,2017-08-03,"850",113,"SH",NA,"WH",NA,NA,NA,"(111,113]","E02 (111,113]","17E5593~039"
"811",2017,2017-08-03,"SO1","0037","ES17-5593","ES17058200201708030037","WKI","E02","CO","Dredge","22",43,2017-08-03,"850",91,"SH",NA,"WH",NA,NA,NA,"(89,91]","E02 (89,91]","17E5593~037"
"816",2017,2017-08-03,"SO1","0039","ES17-5593","ES17058200201708030039","WKI","E02","CO","Dredge","22",53,2017-08-03,"850",76,"SH",NA,"WH",NA,NA,NA,"(75,77]","E02 (75,77]","17E5593~039"
"821",2017,2017-07-02,"SO2","0039","KS17-5591","KS17058200201707020039","KSH","K13","CO","Dredge","22",3,2017-07-02,"850",159,"SH",NA,"WH",NA,NA,NA,"(157,159]","K13 (157,159]","17K5591~039"
"822",2017,2017-07-10,"SO2","0204","KS17-5591","KS17058200201707100204","KSH","K13","CO","Dredge","22",8,2017-07-10,"850",158,"SH",NA,"WH",NA,NA,NA,"(157,159]","K13 (157,159]","17K5591~204"
"823",2017,2017-07-02,"SO2","0039","KS17-5591","KS17058200201707020039","KSH","K13","CO","Dredge","22",10,2017-07-02,"850",158,"SH",NA,"WH",NA,NA,NA,"(157,159]","K13 (157,159]","17K5591~039"
"824",2017,2017-07-10,"SO2","0204","KS17-5591","KS17058200201707100204","KSH","K13","CO","Dredge","22",1,2017-07-10,"850",158,"SH",NA,"WH",NA,NA,NA,"(157,159]","K13 (157,159]","17K5591~204"
"825",2017,2017-07-01,"SO1","0006","KS17-5591","KS17058200201707010006","KSH","K13","CO","Dredge","22",9,2017-07-01,"850",159,"SH",NA,"WH",NA,NA,NA,"(157,159]","K13 (157,159]","17K5591~006"
"826",2017,2017-07-07,"SO1","0133","KS17-5591","KS17058200201707070133","KSH","K13","CO","Dredge","22",44,2017-07-07,"850",113,"SH",NA,"WH",NA,NA,NA,"(111,113]","K13 (111,113]","17K5591~133"
"827",2017,2017-07-01,"SO1","0006","KS17-5591","KS17058200201707010006","KSH","K13","CO","Dredge","22",19,2017-07-01,"850",113,"SH",NA,"WH",NA,NA,NA,"(111,113]","K13 (111,113]","17K5591~006"
"829",2017,2017-07-08,"SO1","0156","KS17-5591","KS17058200201707080156","KSH","K13","CO","Dredge","22",55,2017-07-08,"850",112,"SH",NA,"WH",NA,NA,NA,"(111,113]","K13 (111,113]","17K5591~156"
"830",2017,2017-07-04,"SO1","0074","KS17-5591","KS17058200201707040074","KSH","K13","CO","Dredge","22",13,2017-07-04,"850",112,"SH",NA,"WH",NA,NA,NA,"(111,113]","K13 (111,113]","17K5591~074"
"831",2017,2017-07-10,"SO1","0200","KS17-5591","KS17058200201707100200","KSH","K13","CO","Dredge","22",57,2017-07-10,"850",94,"SH",NA,"WH",NA,NA,NA,"(93,95]","K13 (93,95]","17K5591~200"
"832",2017,2017-07-07,"SO1","0135","KS17-5591","KS17058200201707070135","KSH","K13","CO","Dredge","22",44,2017-07-07,"850",94,"SH",NA,"WH",NA,NA,NA,"(93,95]","K13 (93,95]","17K5591~135"
"833",2017,2017-07-03,"SO1","0053","KS17-5591","KS17058200201707030053","KSH","K13","CO","Dredge","22",56,2017-07-03,"850",94,"SH",NA,"WH",NA,NA,NA,"(93,95]","K13 (93,95]","17K5591~053"
"834",2017,2017-07-10,"SO1","0200","KS17-5591","KS17058200201707100200","KSH","K13","CO","Dredge","22",47,2017-07-10,"850",95,"SH",NA,"WH",NA,NA,NA,"(93,95]","K13 (93,95]","17K5591~200"
"836",2017,2017-07-11,"SO1","0227","KS17-5591","KS17058200201707110227","KSH","K13","CO","Dredge","22",43,2017-07-11,"850",105,"SH",NA,"WH",NA,NA,NA,"(103,105]","K13 (103,105]","17K5591~227"
"837",2017,2017-07-11,"SO1","0227","KS17-5591","KS17058200201707110227","KSH","K13","CO","Dredge","22",53,2017-07-11,"850",105,"SH",NA,"WH",NA,NA,NA,"(103,105]","K13 (103,105]","17K5591~227"
"839",2017,2017-07-11,"SO1","0227","KS17-5591","KS17058200201707110227","KSH","K13","CO","Dredge","22",3,2017-07-11,"850",105,"SH",NA,"WH",NA,NA,NA,"(103,105]","K13 (103,105]","17K5591~227"
"840",2017,2017-07-10,"SO1","0198","KS17-5591","KS17058200201707100198","KSH","K13","CO","Dredge","22",48,2017-07-10,"850",105,"SH",NA,"WH",NA,NA,NA,"(103,105]","K13 (103,105]","17K5591~198"
"841",2017,2017-07-06,"SO1","0120","KS17-5591","KS17058200201707060120","KSH","K13","CO","Dredge","22",10,2017-07-06,"850",157,"SH",NA,"WH",NA,NA,NA,"(155,157]","K13 (155,157]","17K5591~120"
"842",2017,2017-07-11,"SO1","0223","KS17-5591","KS17058200201707110223","KSH","K13","CO","Dredge","22",6,2017-07-11,"850",156,"SH",NA,"WH",NA,NA,NA,"(155,157]","K13 (155,157]","17K5591~223"
"843",2017,2017-07-01,"SO1","0008","KS17-5591","KS17058200201707010008","KSH","K13","CO","Dredge","22",5,2017-07-01,"850",156,"SH",NA,"WH",NA,NA,NA,"(155,157]","K13 (155,157]","17K5591~008"
"846",2017,2017-07-09,"SO1","0179","KS17-5591","KS17058200201707090179","KSH","K13","CO","Dredge","22",14,2017-07-09,"850",152,"SH",NA,"WH",NA,NA,NA,"(151,153]","K13 (151,153]","17K5591~179"
"847",2017,2017-07-08,"SO1","0154","KS17-5591","KS17058200201707080154","KSH","K13","CO","Dredge","22",19,2017-07-08,"850",152,"SH",NA,"WH",NA,NA,NA,"(151,153]","K13 (151,153]","17K5591~154"
"848",2017,2017-07-09,"SO1","0183","KS17-5591","KS17058200201707090183","KSH","K13","CO","Dredge","22",12,2017-07-09,"850",153,"SH",NA,"WH",NA,NA,NA,"(151,153]","K13 (151,153]","17K5591~183"
"849",2017,2017-07-03,"SO1","0059","KS17-5591","KS17058200201707030059","KSH","K13","CO","Dredge","22",19,2017-07-03,"850",152,"SH",NA,"WH",NA,NA,NA,"(151,153]","K13 (151,153]","17K5591~059"
"850",2017,2017-07-04,"SO1","0078","KS17-5591","KS17058200201707040078","KSH","K13","CO","Dredge","22",3,2017-07-04,"850",152,"SH",NA,"WH",NA,NA,NA,"(151,153]","K13 (151,153]","17K5591~078"
"851",2017,2017-07-01,"SO1","0014","KS17-5591","KS17058200201707010014","KSH","K13","CO","Dredge","22",45,2017-07-01,"850",91,"SH",NA,"WH",NA,NA,NA,"(89,91]","K13 (89,91]","17K5591~014"
"852",2017,2017-07-01,"SO1","0008","KS17-5591","KS17058200201707010008","KSH","K13","CO","Dredge","22",45,2017-07-01,"850",91,"SH",NA,"WH",NA,NA,NA,"(89,91]","K13 (89,91]","17K5591~008"
"856",2017,2017-07-01,"SO1","0008","KS17-5591","KS17058200201707010008","KSH","K13","CO","Dredge","22",55,2017-07-01,"850",89,"SH",NA,"WH",NA,NA,NA,"(87,89]","K13 (87,89]","17K5591~008"
"857",2017,2017-07-03,"SO1","0059","KS17-5591","KS17058200201707030059","KSH","K13","CO","Dredge","22",59,2017-07-03,"850",88,"SH",NA,"WH",NA,NA,NA,"(87,89]","K13 (87,89]","17K5591~059"
"858",2017,2017-07-06,"SO1","0114","KS17-5591","KS17058200201707060114","KSH","K13","CO","Dredge","22",54,2017-07-06,"850",89,"SH",NA,"WH",NA,NA,NA,"(87,89]","K13 (87,89]","17K5591~114"
"861",2017,2017-07-02,"SO2","0039","KS17-5591","KS17058200201707020039","KSH","K13","CO","Dredge","22",4,2017-07-02,"850",107,"SH",NA,"WH",NA,NA,NA,"(105,107]","K13 (105,107]","17K5591~039"
"862",2017,2017-07-07,"SO1","0137","KS17-5591","KS17058200201707070137","KSH","K13","CO","Dredge","22",57,2017-07-07,"850",106,"SH",NA,"WH",NA,NA,NA,"(105,107]","K13 (105,107]","17K5591~137"
"863",2017,2017-07-07,"SO1","0139","KS17-5591","KS17058200201707070139","KSH","K13","CO","Dredge","22",53,2017-07-07,"850",107,"SH",NA,"WH",NA,NA,NA,"(105,107]","K13 (105,107]","17K5591~139"
"864",2017,2017-07-02,"SO1","0035","KS17-5591","KS17058200201707020035","KSH","K13","CO","Dredge","22",8,2017-07-02,"850",107,"SH",NA,"WH",NA,NA,NA,"(105,107]","K13 (105,107]","17K5591~035"
"866",2017,2017-07-01,"SO1","0010","KS17-5591","KS17058200201707010010","KSH","K13","CO","Dredge","22",56,2017-07-01,"850",84,"SH",NA,"WH",NA,NA,NA,"(83,85]","K13 (83,85]","17K5591~010"
"871",2017,2017-07-10,"SO1","0200","KS17-5591","KS17058200201707100200","KSH","K13","CO","Dredge","22",17,2017-07-10,"850",130,"SH",NA,"WH",NA,NA,NA,"(125,131]","K13 (125,131]","17K5591~200"
"872",2017,2017-07-03,"SO1","0061","KS17-5591","KS17058200201707030061","KSH","K13","CO","Dredge","22",16,2017-07-03,"850",128,"SH",NA,"WH",NA,NA,NA,"(125,131]","K13 (125,131]","17K5591~061"
"873",2017,2017-07-12,"SO1","0248","KS17-5591","KS17058200201707120248","KSH","K13","CO","Dredge","22",4,2017-07-12,"850",129,"SH",NA,"WH",NA,NA,NA,"(125,131]","K13 (125,131]","17K5591~248"
"874",2017,2017-07-02,"SO2","0039","KS17-5591","KS17058200201707020039","KSH","K13","CO","Dredge","22",7,2017-07-02,"850",130,"SH",NA,"WH",NA,NA,NA,"(125,131]","K13 (125,131]","17K5591~039"
"875",2017,2017-07-10,"SO2","0204","KS17-5591","KS17058200201707100204","KSH","K13","CO","Dredge","22",2,2017-07-10,"850",128,"SH",NA,"WH",NA,NA,NA,"(125,131]","K13 (125,131]","17K5591~204"
"876",2017,2017-07-01,"SO1","0012","KS17-5591","KS17058200201707010012","KSH","K13","CO","Dredge","22",12,2017-07-01,"850",151,"SH",NA,"WH",NA,NA,NA,"(149,151]","K13 (149,151]","17K5591~012"
"877",2017,2017-07-06,"SO1","0118","KS17-5591","KS17058200201707060118","KSH","K13","CO","Dredge","22",1,2017-07-06,"850",150,"SH",NA,"WH",NA,NA,NA,"(149,151]","K13 (149,151]","17K5591~118"
"878",2017,2017-07-06,"SO2","0122","KS17-5591","KS17058200201707060122","KSH","K13","CO","Dredge","22",2,2017-07-06,"850",150,"SH",NA,"WH",NA,NA,NA,"(149,151]","K13 (149,151]","17K5591~122"
"879",2017,2017-07-09,"SO1","0181","KS17-5591","KS17058200201707090181","KSH","K13","CO","Dredge","22",19,2017-07-09,"850",151,"SH",NA,"WH",NA,NA,NA,"(149,151]","K13 (149,151]","17K5591~181"
"881",2017,2017-07-06,"SO2","0122","KS17-5591","KS17058200201707060122","KSH","K13","CO","Dredge","22",3,2017-07-06,"850",161,"SH",NA,"WH",NA,NA,NA,"(159,161]","K13 (159,161]","17K5591~122"
"883",2017,2017-07-01,"SO1","0014","KS17-5591","KS17058200201707010014","KSH","K13","CO","Dredge","22",5,2017-07-01,"850",160,"SH",NA,"WH",NA,NA,NA,"(159,161]","K13 (159,161]","17K5591~014"
"884",2017,2017-07-04,"SO2","0080","KS17-5591","KS17058200201707040080","KSH","K13","CO","Dredge","22",2,2017-07-04,"850",161,"SH",NA,"WH",NA,NA,NA,"(159,161]","K13 (159,161]","17K5591~080"
"886",2017,2017-07-12,"SO1","0246","KS17-5591","KS17058200201707120246","KSH","K13","CO","Dredge","22",11,2017-07-12,"850",116,"SH",NA,"WH",NA,NA,NA,"(115,117]","K13 (115,117]","17K5591~246"
"887",2017,2017-07-01,"SO1","0014","KS17-5591","KS17058200201707010014","KSH","K13","CO","Dredge","22",15,2017-07-01,"850",117,"SH",NA,"WH",NA,NA,NA,"(115,117]","K13 (115,117]","17K5591~014"
"888",2017,2017-07-03,"SO1","0053","KS17-5591","KS17058200201707030053","KSH","K13","CO","Dredge","22",16,2017-07-03,"850",117,"SH",NA,"WH",NA,NA,NA,"(115,117]","K13 (115,117]","17K5591~053"
"890",2017,2017-07-10,"SO1","0198","KS17-5591","KS17058200201707100198","KSH","K13","CO","Dredge","22",18,2017-07-10,"850",116,"SH",NA,"WH",NA,NA,NA,"(115,117]","K13 (115,117]","17K5591~198"
"891",2017,2017-07-05,"SO1","0094","KS17-5591","KS17058200201707050094","KSH","K13","CO","Dredge","22",55,2017-07-05,"850",97,"SH",NA,"WH",NA,NA,NA,"(95,97]","K13 (95,97]","17K5591~094"
"892",2017,2017-07-12,"SO1","0248","KS17-5591","KS17058200201707120248","KSH","K13","CO","Dredge","22",54,2017-07-12,"850",97,"SH",NA,"WH",NA,NA,NA,"(95,97]","K13 (95,97]","17K5591~248"
"894",2017,2017-07-09,"SO1","0179","KS17-5591","KS17058200201707090179","KSH","K13","CO","Dredge","22",44,2017-07-09,"850",97,"SH",NA,"WH",NA,NA,NA,"(95,97]","K13 (95,97]","17K5591~179"
"895",2017,2017-07-06,"SO1","0118","KS17-5591","KS17058200201707060118","KSH","K13","CO","Dredge","22",41,2017-07-06,"850",96,"SH",NA,"WH",NA,NA,NA,"(95,97]","K13 (95,97]","17K5591~118"
"896",2017,2017-07-02,"SO1","0030","KS17-5591","KS17058200201707020030","KSH","K13","CO","Dredge","22",3,2017-07-02,"850",155,"SH",NA,"WH",NA,NA,NA,"(153,155]","K13 (153,155]","17K5591~030"
"897",2017,2017-07-10,"SO2","0204","KS17-5591","KS17058200201707100204","KSH","K13","CO","Dredge","22",5,2017-07-10,"850",155,"SH",NA,"WH",NA,NA,NA,"(153,155]","K13 (153,155]","17K5591~204"
"898",2017,2017-07-03,"SO1","0055","KS17-5591","KS17058200201707030055","KSH","K13","CO","Dredge","22",17,2017-07-03,"850",154,"SH",NA,"WH",NA,NA,NA,"(153,155]","K13 (153,155]","17K5591~055"
"901",2017,2017-07-04,"SO2","0080","KS17-5591","KS17058200201707040080","KSH","K13","CO","Dredge","22",6,2017-07-04,"850",121,"SH",NA,"WH",NA,NA,NA,"(119,121]","K13 (119,121]","17K5591~080"
"903",2017,2017-07-10,"SO2","0204","KS17-5591","KS17058200201707100204","KSH","K13","CO","Dredge","22",10,2017-07-10,"850",120,"SH",NA,"WH",NA,NA,NA,"(119,121]","K13 (119,121]","17K5591~204"
"905",2017,2017-07-08,"SO2","0163","KS17-5591","KS17058200201707080163","KSH","K13","CO","Dredge","22",4,2017-07-08,"850",121,"SH",NA,"WH",NA,NA,NA,"(119,121]","K13 (119,121]","17K5591~163"
"906",2017,2017-07-11,"SO1","0210","KS17-5591","KS17058200201707110210","KSH","K13","CO","Dredge","22",57,2017-07-11,"850",100,"SH",NA,"WH",NA,NA,NA,"(99,101]","K13 (99,101]","17K5591~210"
"907",2017,2017-07-02,"SO1","0035","KS17-5591","KS17058200201707020035","KSH","K13","CO","Dredge","22",48,2017-07-02,"850",100,"SH",NA,"WH",NA,NA,NA,"(99,101]","K13 (99,101]","17K5591~035"
"909",2017,2017-07-04,"SO1","0078","KS17-5591","KS17058200201707040078","KSH","K13","CO","Dredge","22",53,2017-07-04,"850",100,"SH",NA,"WH",NA,NA,NA,"(99,101]","K13 (99,101]","17K5591~078"
"911",2017,2017-07-09,"SO1","0181","KS17-5591","KS17058200201707090181","KSH","K13","CO","Dredge","22",59,2017-07-09,"850",103,"SH",NA,"WH",NA,NA,NA,"(101,103]","K13 (101,103]","17K5591~181"
"912",2017,2017-07-02,"SO1","0037","KS17-5591","KS17058200201707020037","KSH","K13","CO","Dredge","22",44,2017-07-02,"850",102,"SH",NA,"WH",NA,NA,NA,"(101,103]","K13 (101,103]","17K5591~037"
"913",2017,2017-07-12,"SO1","0244","KS17-5591","KS17058200201707120244","KSH","K13","CO","Dredge","22",52,2017-07-12,"850",102,"SH",NA,"WH",NA,NA,NA,"(101,103]","K13 (101,103]","17K5591~244"
"916",2017,2017-07-02,"SO1","0032","KS17-5591","KS17058200201707020032","KSH","K13","CO","Dredge","22",19,2017-07-02,"850",162,"SH",NA,"WH",NA,NA,NA,"(161,163]","K13 (161,163]","17K5591~032"
"917",2017,2017-07-07,"SO1","0137","KS17-5591","KS17058200201707070137","KSH","K13","CO","Dredge","22",7,2017-07-07,"850",163,"SH",NA,"WH",NA,NA,NA,"(161,163]","K13 (161,163]","17K5591~137"
"921",2017,2017-07-06,"SO2","0122","KS17-5591","KS17058200201707060122","KSH","K13","CO","Dredge","22",4,2017-07-06,"850",145,"SH",NA,"WH",NA,NA,NA,"(143,145]","K13 (143,145]","17K5591~122"
"925",2017,2017-07-11,"SO1","0210","KS17-5591","KS17058200201707110210","KSH","K13","CO","Dredge","22",7,2017-07-11,"850",145,"SH",NA,"WH",NA,NA,NA,"(143,145]","K13 (143,145]","17K5591~210"
"926",2017,2017-07-03,"SO1","0053","KS17-5591","KS17058200201707030053","KSH","K13","CO","Dredge","22",46,2017-07-03,"850",68,"SH",NA,"WH",NA,NA,NA,"(50,75]","K13 (50,75]","17K5591~053"
"927",2017,2017-07-04,"SO1","0072","KS17-5591","KS17058200201707040072","KSH","K13","CO","Dredge","22",48,2017-07-04,"850",64,"SH",NA,"WH",NA,NA,NA,"(50,75]","K13 (50,75]","17K5591~072"
"928",2017,2017-07-07,"SO1","0141","KS17-5591","KS17058200201707070141","KSH","K13","CO","Dredge","22",56,2017-07-07,"850",66,"SH",NA,"WH",NA,NA,NA,"(50,75]","K13 (50,75]","17K5591~141"
"929",2017,2017-07-05,"SO1","0099","KS17-5591","KS17058200201707050099","KSH","K13","CO","Dredge","22",41,2017-07-05,"850",71,"SH",NA,"WH",NA,NA,NA,"(50,75]","K13 (50,75]","17K5591~099"
"930",2017,2017-07-04,"SO1","0076","KS17-5591","KS17058200201707040076","KSH","K13","CO","Dredge","22",52,2017-07-04,"850",66,"SH",NA,"WH",NA,NA,NA,"(50,75]","K13 (50,75]","17K5591~076"
"931",2017,2017-07-09,"SO1","0181","KS17-5591","KS17058200201707090181","KSH","K13","CO","Dredge","22",9,2017-07-09,"850",137,"SH",NA,"WH",NA,NA,NA,"(135,137]","K13 (135,137]","17K5591~181"
"932",2017,2017-07-02,"SO2","0039","KS17-5591","KS17058200201707020039","KSH","K13","CO","Dredge","22",1,2017-07-02,"850",136,"SH",NA,"WH",NA,NA,NA,"(135,137]","K13 (135,137]","17K5591~039"
"934",2017,2017-07-07,"SO1","0135","KS17-5591","KS17058200201707070135","KSH","K13","CO","Dredge","22",4,2017-07-07,"850",136,"SH",NA,"WH",NA,NA,NA,"(135,137]","K13 (135,137]","17K5591~135"
"936",2017,2017-07-08,"SO1","0159","KS17-5591","KS17058200201707080159","KSH","K13","CO","Dredge","22",8,2017-07-08,"850",173,"SH",NA,"WH",NA,NA,NA,"(171,173]","K13 (171,173]","17K5591~159"
"938",2017,2017-07-02,"SO2","0039","KS17-5591","KS17058200201707020039","KSH","K13","CO","Dredge","22",2,2017-07-02,"850",173,"SH",NA,"WH",NA,NA,NA,"(171,173]","K13 (171,173]","17K5591~039"
"940",2017,2017-07-08,"SO1","0154","KS17-5591","KS17058200201707080154","KSH","K13","CO","Dredge","22",9,2017-07-08,"850",173,"SH",NA,"WH",NA,NA,NA,"(171,173]","K13 (171,173]","17K5591~154"
"941",2017,2017-07-02,"SO2","0039","KS17-5591","KS17058200201707020039","KSH","K13","CO","Dredge","22",5,2017-07-02,"850",140,"SH",NA,"WH",NA,NA,NA,"(139,141]","K13 (139,141]","17K5591~039"
"942",2017,2017-07-07,"SO1","0141","KS17-5591","KS17058200201707070141","KSH","K13","CO","Dredge","22",16,2017-07-07,"850",141,"SH",NA,"WH",NA,NA,NA,"(139,141]","K13 (139,141]","17K5591~141"
"944",2017,2017-07-04,"SO1","0072","KS17-5591","KS17058200201707040072","KSH","K13","CO","Dredge","22",8,2017-07-04,"850",140,"SH",NA,"WH",NA,NA,NA,"(139,141]","K13 (139,141]","17K5591~072"
"946",2017,2017-07-11,"SO1","0225","KS17-5591","KS17058200201707110225","KSH","K13","CO","Dredge","22",10,2017-07-11,"850",149,"SH",NA,"WH",NA,NA,NA,"(147,149]","K13 (147,149]","17K5591~225"
"947",2017,2017-07-04,"SO1","0072","KS17-5591","KS17058200201707040072","KSH","K13","CO","Dredge","22",18,2017-07-04,"850",149,"SH",NA,"WH",NA,NA,NA,"(147,149]","K13 (147,149]","17K5591~072"
"949",2017,2017-07-11,"SO1","0221","KS17-5591","KS17058200201707110221","KSH","K13","CO","Dredge","22",1,2017-07-11,"850",148,"SH",NA,"WH",NA,NA,NA,"(147,149]","K13 (147,149]","17K5591~221"
